text	predictions_lgr	ytest	predictions_author	true_author
The writing off of these costs, known as slotting contracts, made up A$33.9 million of the abnormal losses	14	4	\JaneMacartney	\BernardHickey
Many European carriers are pushing for a concerted move to lift ticket prices by up to three per cent, but Asian and North American carriers were believed to be reluctant to do so	32	4	\MatthewBunce	\BernardHickey
They would be reduced to playing cards and their guitars until their rescue, he added	12	4	\HeatherScoffield	\BernardHickey
They said the market was demanding News put out a strong second quarter figure after a series of below-expectation results	41	4	\SamuelPerry	\BernardHickey
MCI announced that it would cut its stake in ASkyB to 20 percent from 50 percent	35	4	\NickLouth	\BernardHickey
MCI Chief Executive Bert Roberts told Reuters on Sunday that no major new launches were expected from the venture with News Corp and that MCI wanted to sell a US$700 million satellite license to News	35	4	\NickLouth	\BernardHickey
"""If a merger like that looks like coming off, then the price will come off,"" Lyon said"	22	4	\KevinDrawbaugh	\BernardHickey
"""Completion of the adjacent Thammasart University and Asian Games complexes as well as continuing infrastructure investment in the area by the Thai government is expected to further benefit the project,"" the two partners said"	34	4	\MureDickie	\BernardHickey
"""Completion of the adjacent Thammasart University and Asian Games complexes as well as continuing infrastructure investment in the area by the Thai government is expected to further benefit the project,"" the two partners said"	34	4	\MureDickie	\BernardHickey
But it said it remained confident it could take advantage of a recovery in world markets when it came and was currently in talks to buy a large British scrap metal business	17	4	\JoeOrtiz	\BernardHickey
"""QBE ought to be allowed to buy a bank if it wishes to do so but it is my own personal view and, I believe the view of the board, that we will not be doing that,"" he said"	17	4	\JoeOrtiz	\BernardHickey
"""I'm quite relaxed and if it wasn't an amicable arrangement I wouldn't be staying on as a non-executive director,"" he said on his last day in the job.  Reaney's replacement, Max Ould, was chief executive of Peters Foods until April and presided over the transfer of operations from Pacific Dunlop Ltd to Nestle Australia"	30	4	\MarkBendeich	\BernardHickey
Gold miner Niugini Mining Ltd, which owns 17.15 percent of the shares in Papua New Guinea's Lihir Gold Ltd, said on Monday it was looking at ways of giving those Lihir shares back to its shareholders	30	4	\MarkBendeich	\BernardHickey
"""It has partially restored its electric power, but it has no wasy to start its engine,"" Irons said"	16	4	\JoWinterbottom	\BernardHickey
"""Recent slotting contracts have been negotiated with improved margins, indicating that market conditions are returning to a more acceptable level,"" Clack said"	21	4	\KeithWeir	\BernardHickey
Burns Philp has 16 percent of the western world's yeast market and seven percent of its spice market	28	4	\LynnleyBrowning	\BernardHickey
After the last official rate cut NAB's gap was 54 days	18	4	\JohnMastrini	\BernardHickey
"""Overall we'd like to do good double digit (revenue and earnings) growth, but we can't guarantee any of that,"" he said"	18	4	\JohnMastrini	\BernardHickey
"""At the tail end of the year, it's actually less than what you would have seen for the year,"" Joss said"	9	4	\EricAuchard	\BernardHickey
"None of the passengers or crew had been injured in the fire and the only problem on board was likely to be boredom given the ship's video players were out of action. ""With no videos, they'll be a bit bored,"" Kumkee said"	44	4	\SimonCowell	\BernardHickey
Former building societies like St George Bank Ltd and Advance Bank Ltd, which are in the process of merging, were seen as similar to the credit unions	23	4	\KevinMorrison	\BernardHickey
Brambles' shares were down five cents at A$18.80 at 3.40 p.m. (0540 GMT)	23	4	\KevinMorrison	\BernardHickey
Westpac reported net profit of A$1.132 billion (US$890 million) for the year to September 30, 1996, up 19.5 percent on 1994/95	23	4	\KevinMorrison	\BernardHickey
AWA managing director John Rouse told Reuters in an interview that the company was looking at the option of a major recapitalisation to fund such an acquisition, which has been estimated to be worth around A$750 million	19	4	\JonathanBirt	\BernardHickey
"""We would consider all businesses that we have today as core businesses,"" he said, adding, however, that he could not rule out future acquisitions"	5	4	\BradDorfman	\BernardHickey
"""When we look to the full year, we must recognise a very rapid decline in the past month or so in grain prices, and the somewhat unpredicatble impact on both us and our customers of these changes,"" Keniry said.  ""Nevertheless on a full year basis, a cautious approach would be to say that we presently expect to come in slightly ahead of last year,"" he said"	42	4	\SarahDavison	\BernardHickey
It has offices throughout Australasia and in China, Singapore, Malaysia, London, Munich, New York, Hong Kong, Indonesia and South Africa. Its asset base stood at A$5.17 billion on March 31, the end of its financial year	42	4	\SarahDavison	\BernardHickey
The hit movie was made by News Corp's Twentieth Century Fox subsidiary	42	4	\SarahDavison	\BernardHickey
Finding a user-friendly and secure way of making payments and money transfers on the internet has become something of a holy grail for programmers.  Secure payments systems are seen dramatically increasing the volume of financial transactions made on the net, which are already growing strongly	46	4	\TheresePoletti	\BernardHickey
"""They intend to move away from superannuation,"" Ludowyke said"	27	4	\LynneO'Donnell	\BernardHickey
They also said they expected this gap to narrow further when further official rate cuts are made next year	49	4	\WilliamKazer	\BernardHickey
"""But the first objective to make those assets that we currently own work better, produce more profit, more cash flow.""Singapore's Camerlin Pte Ltd has about eight percent of National Foods and Hong Kong's Mingly Corp has about 10.4 percent of the company.  Reaney said he would not comment on shareholders' intentions or actions or whether either of the Asian-based investors planned any takeover or had brought on any board room reshuffle"	49	4	\WilliamKazer	\BernardHickey
BA reported earlier this month that despite strong traffic growth and greater productivity its first half operating profits were down 2.1 per cent compared with last year	15	4	\JimGilchrist	\BernardHickey
And in places like the former Yugoslavia where basic infrastructure and services were not well in place, delivery services were seen as particularly critical, he said	2	45	\AlexanderSmith	\TanEeLyn
A loss could trigger a vote of no confidence in the ruling Conservative Party, which is lagging in public opinion polls. A British general election must be held no later than May 22	2	45	\AlexanderSmith	\TanEeLyn
His reported escape comes amid a renewed crackdown on China's tiny, struggling democracy movement	14	45	\JaneMacartney	\TanEeLyn
"""He deserves to be treated as one of China's greatest leaders,"" the Hongkong Standard said in a front-page editorial"	14	45	\JaneMacartney	\TanEeLyn
His reported escape comes amid a renewed crackdown on China's tiny, struggling democracy movement	14	45	\JaneMacartney	\TanEeLyn
Flights from China to Los Angeles would either be two or three times a week, he said, adding that the launch dates for service to South Korea and Brazil have yet to be finalised	14	45	\JaneMacartney	\TanEeLyn
The refiner, China's third largest, imports up to 55 percent of its crude needs from overseas, and covers 25 percent from China's offshore production	43	45	\ScottHillis	\TanEeLyn
"""After the Cultural Revolution, I wanted to say many things which had been locked in my heart. I saw all the chaos and fighting. I was very depressed and I suffered a lot,"" Liu said"	43	45	\ScottHillis	\TanEeLyn
