	text	predictions_nb	ytest	predictions_author	true_author
1529	"""We're not at this stage asking for our bid to be revealed. I think everybody's waiting to see whether anyone wants to have a shootout now - it's a bit of a stand off... it's very much a case of playing by ScotAm's rules,"" said a source close to one of the bidders"	12	44	\HeatherScoffield	\SimonCowell
1530	"""Most of the recent merger activity in the industry has been between companies that are large in their own domestic market but perceive themselves to have weaknesses that can be solved by cost-cutting, rationalisation and getting a bit more market share in their key areas,"" said one of the analysts"	35	44	\NickLouth	\SimonCowell
1531	"""The idea of a demerger has been doing the rounds for ages and B.A.T must be looking at the options. There is value trying to get out but I don't think a deal is imminent and I don't think it would be easy,"" said one analyst"	35	44	\NickLouth	\SimonCowell
1532	"While technically the door is still open for other bidders to come in, a source close to the deal said that was ""unrealistic"" at this stage"	35	44	\NickLouth	\SimonCowell
1533	"""Our strategy is not dependent on mergers and acquisitions. We don't want our efforts diverted by someone else's problems,"" said L&amp;G chief executive David Prosser"	35	44	\NickLouth	\SimonCowell
1534	Those rules include confidentiality agreements and an undertaking to accept the board's decision, expected by the end of the month, as final	40	44	\RogerFillion	\SimonCowell
1535	It is characterised by involuntary twitching and causes mental deterioration and eventual death	34	44	\MureDickie	\SimonCowell
1536	Shares in Enterprise Oil climbed 10-1/2p to 520p, while Lasmo rose three to 196-1/2. British Petroleum was up 5-1/2p at 628p and Shell Transport 6-1/2p at 939p. In Amsterdam, Royal Dutch rose 2.70 guilders to 250.70	26	44	\LydiaZajc	\SimonCowell
1537	Total premium income rose nine percent to 10 billion pounds	47	44	\TimFarrand	\SimonCowell
1538	More competitive products, supported by lower administartion costs, cost effective sales distribution and good investment returns, result in higher sales, greater customer loyalty and increased profit, said Prosser	47	44	\TimFarrand	\SimonCowell
1539	The weather-related losses knocked 30 million pounds off operating profits which slipped to 421 million pounds over the year	47	44	\TimFarrand	\SimonCowell
1540	The advance in profits was helped by the performance of CSC which owns two of Britain's largest out of town shopping centres - Lakeside, Thurrock, east of London, and the MetroCentre, Gateshead, in north east England.	47	44	\TimFarrand	\SimonCowell
1541	"""In UK household during 1996 we saw a rating environment where prices were going down. The particularly cold spell at the beginning of the year will have reminded people not to underprice household and we would expect the second half of the year to be flattish or slightly positive,"" said Morley"	47	44	\TimFarrand	\SimonCowell
1542	Profits at B.A.T's North American insurance business Farmers rose nine percent to 632 million pounds. Profits at the general insurance management business rose 12 percent to 476 million pounds and in the life business three percent to 156 million pounds. ($ = 0.620 British Pounds)	47	44	\TimFarrand	\SimonCowell
1543	MGAM is holding fast to its line that it will not reinstate Horlick nor offer compensation since she took the decision to resign her position	17	44	\JoeOrtiz	\SimonCowell
1544	Industry analysts described the proposals as a good compromise between raising some capital in the near term but not selling out too cheap	17	44	\JoeOrtiz	\SimonCowell
1545	BZW analyst Hugh Pye upgraded its recommendation on Abbey National shares on the potential offered by the deal, which he said would improve the quality of the group's earnings and return on equity	17	44	\JoeOrtiz	\SimonCowell
1546	"The bank said a senior trader had been suspended for ""failure to supervise"", pending the conclusion of an internal inquiry"	17	44	\JoeOrtiz	\SimonCowell
1547	The money attributable to shareholders forms part of total assets in the life funds which amounted to 5.682 billion pounds at the end of 1995	17	44	\JoeOrtiz	\SimonCowell
1548	The review will lead to new sales management and premium collection systems, streamlining of head office and investment in market analysis and product research	41	44	\SamuelPerry	\SimonCowell
1549	-- London newsroom +44 171 542 7721  ($1=.6087 Pound)	15	44	\JimGilchrist	\SimonCowell
1550	Analysts said the results and comments on the state of the markets were broadly as expected	11	44	\GrahamEarnshaw	\SimonCowell
1551	Such rumours are fuelled by the the hand-in-glove nature of the business, say analysts	11	44	\GrahamEarnshaw	\SimonCowell
1552	"""At the precise moment when calm and considered reflection is of the utmost importance, the accent appears to be wholly on how much can be extracted by way of cash payments in the very short term, rather than on policyholders' long term best interests,"" said the letter which appeared in the Financial Times, the Daily Mail and Daily Telegraph newspapers"	11	44	\GrahamEarnshaw	\SimonCowell
1553	Analysts said the results merely confirmed the difficulties the sector faced	16	44	\JoWinterbottom	\SimonCowell
1554	Despite the fall, profits were above market forecasts and a 10.5 percent increase in dividend for the year to 34.25 pence per share also beat expectations	16	44	\JoWinterbottom	\SimonCowell
1555	Shares in Ladbroke initially firmed on the earlier-than-expected conclusion of the agreement, adding 2-1/2 pence to 236 pence in morning trading	16	44	\JoWinterbottom	\SimonCowell
1556	Iraqi military activity in the Kurdish north, prompted the U.N. to put on hold a planned humanitarian Iraqi oil-for-food exchange, stopping the first sales of Iraqi oil since the Gulf War six years ago	28	44	\LynnleyBrowning	\SimonCowell
1557	The real issue was at what point -- if at all -- people decided that forecasts for oil prices through 1997, 1998 and 1999 should be higher, said Nick Antill of BZW	28	44	\LynnleyBrowning	\SimonCowell
1672	It may also mark a turnaround in its fortunes after a year which began with the sacking of its chief executive, Michael Lawrence, amid disagreement over how to counter competition from overseas bourses	5	44	\BradDorfman	\SimonCowell
1673	It originally brought proceedings against three Names but dropped one because of concern over the defendant's age and ill health	3	44	\BenjaminKangLim	\SimonCowell
1674	Horlick has been in talks with her lawyers for the past few days and is considering taking legal action against her former employer for constructive dismissal	3	44	\BenjaminKangLim	\SimonCowell
1675	October futures for benchmark Brent crude opened 70 cents a barrel higher on London's international Petroleum Exchange	27	44	\LynneO'Donnell	\SimonCowell
1676	The Iraqi humanitarian oil sales had been expected to hit markets in the next few weeks but after the latest developments traders were questioning when and if those supplies would come back on stream	27	44	\LynneO'Donnell	\SimonCowell
1677	Profits for the 1995 year were likely to be significantly down, however, said one analyst, and there were big questions over whether it would be profitable at all in 1997 given the rating environment	4	44	\BernardHickey	\SimonCowell
1678	Observers said at the time that the struggling league desperately needed a solid businessman at the helm. But five years later, the league's survival is still in doubt	21	6	\KeithWeir	\DarrenSchuettler
1679	"Fidelity also offered clients their money back without penalty. ""We were pleased that the number of people who did take advantage of it was less than our expectation,"" said spokesman Chethan Lakshman, but he did not give any numbers"	2	6	\AlexanderSmith	\DarrenSchuettler
1680	Fund companies also expect a big chunk of the C$250 billion ($186 billion) currently invested in guaranteed investment certificates and term deposits to shift into funds	10	6	\FumikoFujisaki	\DarrenSchuettler
1681	Foreign bankers have complained that Canada lagged behind its Group of Seven trading partners in opening up its banking sector to foreign competition	10	6	\FumikoFujisaki	\DarrenSchuettler
